date,platform,entity,metric,value
2026-06-09,Website,careers_site,apply_page_views,17
2026-06-10,Website,careers_site,apply_page_views,18
2026-06-11,Website,careers_site,apply_page_views,16
2026-06-12,Website,careers_site,apply_page_views,14
2026-06-13,Website,careers_site,apply_page_views,11
2026-06-14,Website,careers_site,apply_page_views,11
2026-06-15,Website,careers_site,apply_page_views,12
2026-06-16,Website,careers_site,apply_page_views,17
2026-06-17,Website,careers_site,apply_page_views,19
2026-06-18,Website,careers_site,apply_page_views,20
2026-06-19,Website,careers_site,apply_page_views,15
2026-06-20,Website,careers_site,apply_page_views,10
2026-06-21,Website,careers_site,apply_page_views,11
2026-06-22,Website,careers_site,apply_page_views,14
2026-06-23,Website,careers_site,apply_page_views,17
2026-06-24,Website,careers_site,apply_page_views,18
2026-06-25,Website,careers_site,apply_page_views,17
2026-06-26,Website,careers_site,apply_page_views,14
2026-06-27,Website,careers_site,apply_page_views,11
2026-06-28,Website,careers_site,apply_page_views,13
2026-06-29,Website,careers_site,apply_page_views,17
2026-06-30,Website,careers_site,apply_page_views,20
2026-07-01,Website,careers_site,apply_page_views,18
2026-07-02,Website,careers_site,apply_page_views,18
2026-07-03,Website,careers_site,apply_page_views,14
2026-07-04,Website,careers_site,apply_page_views,11
2026-07-05,Website,careers_site,apply_page_views,11
2026-07-06,Website,careers_site,apply_page_views,17
2026-07-07,Website,careers_site,apply_page_views,20
2026-07-08,Website,careers_site,apply_page_views,22
2026-07-09,Website,careers_site,apply_page_views,18
2026-07-10,Website,careers_site,apply_page_views,16
2026-07-11,Website,careers_site,apply_page_views,11
2026-07-12,Website,careers_site,apply_page_views,12
2026-07-13,Website,careers_site,apply_page_views,15
2026-07-14,Website,careers_site,apply_page_views,20
2026-07-15,Website,careers_site,apply_page_views,20
2026-07-16,Website,careers_site,apply_page_views,18
2026-07-17,Website,careers_site,apply_page_views,14
2026-07-18,Website,careers_site,apply_page_views,10
2026-07-19,Website,careers_site,apply_page_views,12
2026-07-20,Website,careers_site,apply_page_views,15
2026-07-21,Website,careers_site,apply_page_views,18
2026-07-22,Website,careers_site,apply_page_views,17
2026-07-23,Website,careers_site,apply_page_views,16
2026-07-24,Website,careers_site,apply_page_views,14
2026-07-25,Website,careers_site,apply_page_views,11
2026-07-26,Website,careers_site,apply_page_views,12
2026-07-27,Website,careers_site,apply_page_views,16
2026-07-28,Website,careers_site,apply_page_views,20
2026-07-29,Website,careers_site,apply_page_views,19
2026-07-30,Website,careers_site,apply_page_views,18
2026-07-31,Website,careers_site,apply_page_views,15
2026-08-01,Website,careers_site,apply_page_views,14
2026-08-02,Website,careers_site,apply_page_views,15
2026-08-03,Website,careers_site,apply_page_views,18
2026-08-04,Website,careers_site,apply_page_views,21
2026-08-05,Website,careers_site,apply_page_views,21
2026-08-06,Website,careers_site,apply_page_views,20
2026-08-07,Website,careers_site,apply_page_views,18
2026-08-08,Website,careers_site,apply_page_views,13
2026-08-09,Website,careers_site,apply_page_views,13
2026-08-10,Website,careers_site,apply_page_views,16
2026-08-11,Website,careers_site,apply_page_views,21
2026-08-12,Website,careers_site,apply_page_views,22
2026-08-13,Website,careers_site,apply_page_views,21
2026-08-14,Website,careers_site,apply_page_views,17
2026-08-15,Website,careers_site,apply_page_views,12
2026-08-16,Website,careers_site,apply_page_views,13
2026-08-17,Website,careers_site,apply_page_views,18
2026-08-18,Website,careers_site,apply_page_views,20
2026-08-19,Website,careers_site,apply_page_views,19
2026-08-20,Website,careers_site,apply_page_views,17
2026-08-21,Website,careers_site,apply_page_views,14
2026-08-22,Website,careers_site,apply_page_views,11
2026-08-23,Website,careers_site,apply_page_views,11
2026-08-24,Website,careers_site,apply_page_views,16
2026-08-25,Website,careers_site,apply_page_views,21
2026-08-26,Website,careers_site,apply_page_views,22
2026-08-27,Website,careers_site,apply_page_views,20
2026-08-28,Website,careers_site,apply_page_views,16
2026-08-29,Website,careers_site,apply_page_views,13
2026-08-30,Website,careers_site,apply_page_views,14
2026-08-31,Website,careers_site,apply_page_views,16
2026-09-01,Website,careers_site,apply_page_views,21
2026-09-02,Website,careers_site,apply_page_views,21
2026-09-03,Website,careers_site,apply_page_views,21
2026-09-04,Website,careers_site,apply_page_views,17
2026-09-05,Website,careers_site,apply_page_views,14
2026-09-06,Website,careers_site,apply_page_views,14
2026-09-07,Website,careers_site,apply_page_views,17
2026-09-08,Website,careers_site,apply_page_views,21
2026-09-09,Website,careers_site,apply_page_views,21
2026-09-10,Website,careers_site,apply_page_views,18
2026-09-11,Website,careers_site,apply_page_views,15
2026-09-12,Website,careers_site,apply_page_views,12
2026-09-13,Website,careers_site,apply_page_views,14
2026-09-14,Website,careers_site,apply_page_views,14
2026-05-18,Website,careers_site,avg_engagement_time_sec,59
2026-05-19,Website,careers_site,avg_engagement_time_sec,55
2026-05-20,Website,careers_site,avg_engagement_time_sec,53
2026-05-21,Website,careers_site,avg_engagement_time_sec,47
2026-05-22,Website,careers_site,avg_engagement_time_sec,42
2026-05-23,Website,careers_site,avg_engagement_time_sec,35
2026-05-24,Website,careers_site,avg_engagement_time_sec,39
2026-05-25,Website,careers_site,avg_engagement_time_sec,46
2026-05-26,Website,careers_site,avg_engagement_time_sec,54
2026-05-27,Website,careers_site,avg_engagement_time_sec,54
2026-05-28,Website,careers_site,avg_engagement_time_sec,53
2026-05-29,Website,careers_site,avg_engagement_time_sec,45
2026-05-30,Website,careers_site,avg_engagement_time_sec,35
2026-05-31,Website,careers_site,avg_engagement_time_sec,37
2026-06-01,Website,careers_site,avg_engagement_time_sec,47
2026-06-02,Website,careers_site,avg_engagement_time_sec,59
2026-06-03,Website,careers_site,avg_engagement_time_sec,59
2026-06-04,Website,careers_site,avg_engagement_time_sec,54
2026-06-05,Website,careers_site,avg_engagement_time_sec,41
2026-06-06,Website,careers_site,avg_engagement_time_sec,31
2026-06-07,Website,careers_site,avg_engagement_time_sec,38
2026-06-08,Website,careers_site,avg_engagement_time_sec,47
2026-06-09,Website,careers_site,avg_engagement_time_sec,54
2026-06-10,Website,careers_site,avg_engagement_time_sec,53
2026-06-11,Website,careers_site,avg_engagement_time_sec,52
2026-06-12,Website,careers_site,avg_engagement_time_sec,47
2026-06-13,Website,careers_site,avg_engagement_time_sec,37
2026-06-14,Website,careers_site,avg_engagement_time_sec,38
2026-06-15,Website,careers_site,avg_engagement_time_sec,45
2026-06-16,Website,careers_site,avg_engagement_time_sec,55
2026-06-17,Website,careers_site,avg_engagement_time_sec,55
2026-06-18,Website,careers_site,avg_engagement_time_sec,52
2026-06-19,Website,careers_site,avg_engagement_time_sec,44
2026-06-20,Website,careers_site,avg_engagement_time_sec,36
2026-06-21,Website,careers_site,avg_engagement_time_sec,41
2026-06-22,Website,careers_site,avg_engagement_time_sec,48
2026-06-23,Website,careers_site,avg_engagement_time_sec,58
2026-06-24,Website,careers_site,avg_engagement_time_sec,58
2026-06-25,Website,careers_site,avg_engagement_time_sec,56
2026-06-26,Website,careers_site,avg_engagement_time_sec,46
2026-06-27,Website,careers_site,avg_engagement_time_sec,36
2026-06-28,Website,careers_site,avg_engagement_time_sec,39
2026-06-29,Website,careers_site,avg_engagement_time_sec,49
2026-06-30,Website,careers_site,avg_engagement_time_sec,59
2026-07-01,Website,careers_site,avg_engagement_time_sec,56
2026-07-02,Website,careers_site,avg_engagement_time_sec,52
2026-07-03,Website,careers_site,avg_engagement_time_sec,41
2026-07-04,Website,careers_site,avg_engagement_time_sec,33
2026-07-05,Website,careers_site,avg_engagement_time_sec,38
2026-07-06,Website,careers_site,avg_engagement_time_sec,51
2026-07-07,Website,careers_site,avg_engagement_time_sec,64
2026-07-08,Website,careers_site,avg_engagement_time_sec,62
2026-07-09,Website,careers_site,avg_engagement_time_sec,58
2026-07-10,Website,careers_site,avg_engagement_time_sec,46
2026-07-11,Website,careers_site,avg_engagement_time_sec,36
2026-07-12,Website,careers_site,avg_engagement_time_sec,35
2026-07-13,Website,careers_site,avg_engagement_time_sec,46
2026-07-14,Website,careers_site,avg_engagement_time_sec,56
2026-07-15,Website,careers_site,avg_engagement_time_sec,56
2026-07-16,Website,careers_site,avg_engagement_time_sec,52
2026-07-17,Website,careers_site,avg_engagement_time_sec,42
2026-07-18,Website,careers_site,avg_engagement_time_sec,36
2026-07-19,Website,careers_site,avg_engagement_time_sec,39
2026-07-20,Website,careers_site,avg_engagement_time_sec,49
2026-07-21,Website,careers_site,avg_engagement_time_sec,59
2026-07-22,Website,careers_site,avg_engagement_time_sec,57
2026-07-23,Website,careers_site,avg_engagement_time_sec,54
2026-07-24,Website,careers_site,avg_engagement_time_sec,43
2026-07-25,Website,careers_site,avg_engagement_time_sec,33
2026-07-26,Website,careers_site,avg_engagement_time_sec,35
2026-07-27,Website,careers_site,avg_engagement_time_sec,43
2026-07-28,Website,careers_site,avg_engagement_time_sec,55
2026-07-29,Website,careers_site,avg_engagement_time_sec,56
2026-07-30,Website,careers_site,avg_engagement_time_sec,53
2026-07-31,Website,careers_site,avg_engagement_time_sec,42
2026-08-01,Website,careers_site,avg_engagement_time_sec,33
2026-08-02,Website,careers_site,avg_engagement_time_sec,39
2026-08-03,Website,careers_site,avg_engagement_time_sec,50
2026-08-04,Website,careers_site,avg_engagement_time_sec,60
2026-08-05,Website,careers_site,avg_engagement_time_sec,57
2026-08-06,Website,careers_site,avg_engagement_time_sec,51
2026-08-07,Website,careers_site,avg_engagement_time_sec,42
2026-08-08,Website,careers_site,avg_engagement_time_sec,34
2026-08-09,Website,careers_site,avg_engagement_time_sec,39
2026-08-10,Website,careers_site,avg_engagement_time_sec,50
2026-08-11,Website,careers_site,avg_engagement_time_sec,60
2026-08-12,Website,careers_site,avg_engagement_time_sec,56
2026-08-13,Website,careers_site,avg_engagement_time_sec,51
2026-08-14,Website,careers_site,avg_engagement_time_sec,42
2026-08-15,Website,careers_site,avg_engagement_time_sec,34
2026-08-16,Website,careers_site,avg_engagement_time_sec,36
2026-08-17,Website,careers_site,avg_engagement_time_sec,46
2026-08-18,Website,careers_site,avg_engagement_time_sec,56
2026-08-19,Website,careers_site,avg_engagement_time_sec,55
2026-08-20,Website,careers_site,avg_engagement_time_sec,52
2026-08-21,Website,careers_site,avg_engagement_time_sec,43
2026-08-22,Website,careers_site,avg_engagement_time_sec,35
2026-08-23,Website,careers_site,avg_engagement_time_sec,37
2026-08-24,Website,careers_site,avg_engagement_time_sec,45
2026-08-25,Website,careers_site,avg_engagement_time_sec,55
2026-08-26,Website,careers_site,avg_engagement_time_sec,56
2026-08-27,Website,careers_site,avg_engagement_time_sec,53
2026-08-28,Website,careers_site,avg_engagement_time_sec,43
2026-08-29,Website,careers_site,avg_engagement_time_sec,30
2026-08-30,Website,careers_site,avg_engagement_time_sec,34
2026-08-31,Website,careers_site,avg_engagement_time_sec,45
2026-09-01,Website,careers_site,avg_engagement_time_sec,57
2026-09-02,Website,careers_site,avg_engagement_time_sec,58
2026-09-03,Website,careers_site,avg_engagement_time_sec,52
2026-09-04,Website,careers_site,avg_engagement_time_sec,43
2026-09-05,Website,careers_site,avg_engagement_time_sec,32
2026-09-06,Website,careers_site,avg_engagement_time_sec,37
2026-09-07,Website,careers_site,avg_engagement_time_sec,45
2026-09-08,Website,careers_site,avg_engagement_time_sec,53
2026-09-09,Website,careers_site,avg_engagement_time_sec,54
2026-09-10,Website,careers_site,avg_engagement_time_sec,51
2026-09-11,Website,careers_site,avg_engagement_time_sec,43
2026-09-12,Website,careers_site,avg_engagement_time_sec,36
2026-09-13,Website,careers_site,avg_engagement_time_sec,39
2026-09-14,Website,careers_site,avg_engagement_time_sec,42
2026-05-18,LinkedIn,company_page,impressions,2785
2026-05-19,LinkedIn,company_page,impressions,2866
2026-05-20,LinkedIn,company_page,impressions,2739
2026-05-21,LinkedIn,company_page,impressions,2604
2026-05-22,LinkedIn,company_page,impressions,2054
2026-05-23,LinkedIn,company_page,impressions,1724
2026-05-24,LinkedIn,company_page,impressions,1894
2026-05-25,LinkedIn,company_page,impressions,2284
2026-05-26,LinkedIn,company_page,impressions,2742
2026-05-27,LinkedIn,company_page,impressions,2666
2026-05-28,LinkedIn,company_page,impressions,2544
2026-05-29,LinkedIn,company_page,impressions,2059
2026-05-30,LinkedIn,company_page,impressions,1636
2026-05-31,LinkedIn,company_page,impressions,1806
2026-06-01,LinkedIn,company_page,impressions,2237
2026-06-02,LinkedIn,company_page,impressions,2764
2026-06-03,LinkedIn,company_page,impressions,2782
2026-06-04,LinkedIn,company_page,impressions,2514
2026-06-05,LinkedIn,company_page,impressions,2057
2026-06-06,LinkedIn,company_page,impressions,1535
2026-06-07,LinkedIn,company_page,impressions,1675
2026-06-08,LinkedIn,company_page,impressions,2118
2026-06-09,LinkedIn,company_page,impressions,2671
2026-06-10,LinkedIn,company_page,impressions,2731
2026-06-11,LinkedIn,company_page,impressions,2638
2026-06-12,LinkedIn,company_page,impressions,2115
2026-06-13,LinkedIn,company_page,impressions,1684
2026-06-14,LinkedIn,company_page,impressions,1714
2026-06-15,LinkedIn,company_page,impressions,2243
2026-06-16,LinkedIn,company_page,impressions,2801
2026-06-17,LinkedIn,company_page,impressions,2777
2026-06-18,LinkedIn,company_page,impressions,2674
2026-06-19,LinkedIn,company_page,impressions,2180
2026-06-20,LinkedIn,company_page,impressions,1710
2026-06-21,LinkedIn,company_page,impressions,1646
2026-06-22,LinkedIn,company_page,impressions,2133
2026-06-23,LinkedIn,company_page,impressions,2715
2026-06-24,LinkedIn,company_page,impressions,2861
2026-06-25,LinkedIn,company_page,impressions,2704
2026-06-26,LinkedIn,company_page,impressions,2246
2026-06-27,LinkedIn,company_page,impressions,1802
2026-06-28,LinkedIn,company_page,impressions,1850
2026-06-29,LinkedIn,company_page,impressions,2248
2026-06-30,LinkedIn,company_page,impressions,2669
2026-07-01,LinkedIn,company_page,impressions,2782
2026-07-02,LinkedIn,company_page,impressions,2799
2026-07-03,LinkedIn,company_page,impressions,2376
2026-07-04,LinkedIn,company_page,impressions,1767
2026-07-05,LinkedIn,company_page,impressions,1685
2026-07-06,LinkedIn,company_page,impressions,2144
2026-07-07,LinkedIn,company_page,impressions,2742
2026-07-08,LinkedIn,company_page,impressions,2850
2026-07-09,LinkedIn,company_page,impressions,2758
2026-07-10,LinkedIn,company_page,impressions,2288
2026-07-11,LinkedIn,company_page,impressions,1855
2026-07-12,LinkedIn,company_page,impressions,1934
2026-07-13,LinkedIn,company_page,impressions,2394
2026-07-14,LinkedIn,company_page,impressions,2955
2026-07-15,LinkedIn,company_page,impressions,2894
2026-07-16,LinkedIn,company_page,impressions,2827
2026-07-17,LinkedIn,company_page,impressions,2281
2026-07-18,LinkedIn,company_page,impressions,1884
2026-07-19,LinkedIn,company_page,impressions,2121
2026-07-20,LinkedIn,company_page,impressions,2591
2026-07-21,LinkedIn,company_page,impressions,3341
2026-07-22,LinkedIn,company_page,impressions,3203
2026-07-23,LinkedIn,company_page,impressions,2998
2026-07-24,LinkedIn,company_page,impressions,2308
2026-07-25,LinkedIn,company_page,impressions,1763
2026-07-26,LinkedIn,company_page,impressions,1930
2026-07-27,LinkedIn,company_page,impressions,2497
2026-07-28,LinkedIn,company_page,impressions,3167
2026-07-29,LinkedIn,company_page,impressions,3185
2026-07-30,LinkedIn,company_page,impressions,3051
2026-07-31,LinkedIn,company_page,impressions,2524
2026-08-01,LinkedIn,company_page,impressions,2100
2026-08-02,LinkedIn,company_page,impressions,2215
2026-08-03,LinkedIn,company_page,impressions,2828
2026-08-04,LinkedIn,company_page,impressions,3199
2026-08-05,LinkedIn,company_page,impressions,3136
2026-08-06,LinkedIn,company_page,impressions,2782
2026-08-07,LinkedIn,company_page,impressions,2412
2026-08-08,LinkedIn,company_page,impressions,1875
2026-08-09,LinkedIn,company_page,impressions,2068
2026-08-10,LinkedIn,company_page,impressions,2782
2026-08-11,LinkedIn,company_page,impressions,3391
2026-08-12,LinkedIn,company_page,impressions,3447
2026-08-13,LinkedIn,company_page,impressions,3088
2026-08-14,LinkedIn,company_page,impressions,2559
2026-08-15,LinkedIn,company_page,impressions,1975
2026-08-16,LinkedIn,company_page,impressions,2176
2026-08-17,LinkedIn,company_page,impressions,2840
2026-08-18,LinkedIn,company_page,impressions,3598
2026-08-19,LinkedIn,company_page,impressions,3594
2026-08-20,LinkedIn,company_page,impressions,3354
2026-08-21,LinkedIn,company_page,impressions,2598
2026-08-22,LinkedIn,company_page,impressions,2010
2026-08-23,LinkedIn,company_page,impressions,2195
2026-08-24,LinkedIn,company_page,impressions,2898
2026-08-25,LinkedIn,company_page,impressions,3541
2026-08-26,LinkedIn,company_page,impressions,3544
2026-08-27,LinkedIn,company_page,impressions,3320
2026-08-28,LinkedIn,company_page,impressions,2791
2026-08-29,LinkedIn,company_page,impressions,2158
2026-08-30,LinkedIn,company_page,impressions,2240
2026-08-31,LinkedIn,company_page,impressions,2797
2026-09-01,LinkedIn,company_page,impressions,3143
2026-09-02,LinkedIn,company_page,impressions,3216
2026-09-03,LinkedIn,company_page,impressions,2717
2026-09-04,LinkedIn,company_page,impressions,2333
2026-09-05,LinkedIn,company_page,impressions,1742
2026-09-06,LinkedIn,company_page,impressions,2220
2026-09-07,LinkedIn,company_page,impressions,2782
2026-09-08,LinkedIn,company_page,impressions,3336
2026-09-09,LinkedIn,company_page,impressions,3424
2026-09-10,LinkedIn,company_page,impressions,3306
2026-09-11,LinkedIn,company_page,impressions,2895
2026-09-12,LinkedIn,company_page,impressions,2186
2026-09-13,LinkedIn,company_page,impressions,2416
2026-09-14,LinkedIn,company_page,impressions,2578
2026-05-18,LinkedIn,company_page,members_reached,1916
2026-05-19,LinkedIn,company_page,members_reached,1821
2026-05-20,LinkedIn,company_page,members_reached,1726
2026-05-21,LinkedIn,company_page,members_reached,1621
2026-05-22,LinkedIn,company_page,members_reached,1341
2026-05-23,LinkedIn,company_page,members_reached,1040
2026-05-24,LinkedIn,company_page,members_reached,1079
2026-05-25,LinkedIn,company_page,members_reached,1487
2026-05-26,LinkedIn,company_page,members_reached,1832
2026-05-27,LinkedIn,company_page,members_reached,1864
2026-05-28,LinkedIn,company_page,members_reached,1704
2026-05-29,LinkedIn,company_page,members_reached,1403
2026-05-30,LinkedIn,company_page,members_reached,1131
2026-05-31,LinkedIn,company_page,members_reached,1159
2026-06-01,LinkedIn,company_page,members_reached,1403
2026-06-02,LinkedIn,company_page,members_reached,1798
2026-06-03,LinkedIn,company_page,members_reached,1838
2026-06-04,LinkedIn,company_page,members_reached,1728
2026-06-05,LinkedIn,company_page,members_reached,1362
2026-06-06,LinkedIn,company_page,members_reached,1087
2026-06-07,LinkedIn,company_page,members_reached,1153
2026-06-08,LinkedIn,company_page,members_reached,1475
2026-06-09,LinkedIn,company_page,members_reached,1858
2026-06-10,LinkedIn,company_page,members_reached,1980
2026-06-11,LinkedIn,company_page,members_reached,1897
2026-06-12,LinkedIn,company_page,members_reached,1487
2026-06-13,LinkedIn,company_page,members_reached,1155
2026-06-14,LinkedIn,company_page,members_reached,1188
2026-06-15,LinkedIn,company_page,members_reached,1530
2026-06-16,LinkedIn,company_page,members_reached,1933
2026-06-17,LinkedIn,company_page,members_reached,2050
2026-06-18,LinkedIn,company_page,members_reached,2075
2026-06-19,LinkedIn,company_page,members_reached,1738
2026-06-20,LinkedIn,company_page,members_reached,1317
2026-06-21,LinkedIn,company_page,members_reached,1328
2026-06-22,LinkedIn,company_page,members_reached,1670
2026-06-23,LinkedIn,company_page,members_reached,2044
2026-06-24,LinkedIn,company_page,members_reached,2035
2026-06-25,LinkedIn,company_page,members_reached,1924
2026-06-26,LinkedIn,company_page,members_reached,1584
2026-06-27,LinkedIn,company_page,members_reached,1222
2026-06-28,LinkedIn,company_page,members_reached,1238
2026-06-29,LinkedIn,company_page,members_reached,1624
2026-06-30,LinkedIn,company_page,members_reached,2016
2026-07-01,LinkedIn,company_page,members_reached,2070
2026-07-02,LinkedIn,company_page,members_reached,1957
2026-07-03,LinkedIn,company_page,members_reached,1608
2026-07-04,LinkedIn,company_page,members_reached,1272
2026-07-05,LinkedIn,company_page,members_reached,1349
2026-07-06,LinkedIn,company_page,members_reached,1624
2026-07-07,LinkedIn,company_page,members_reached,2076
2026-07-08,LinkedIn,company_page,members_reached,2023
2026-07-09,LinkedIn,company_page,members_reached,1902
2026-07-10,LinkedIn,company_page,members_reached,1423
2026-07-11,LinkedIn,company_page,members_reached,1080
2026-07-12,LinkedIn,company_page,members_reached,1271
2026-07-13,LinkedIn,company_page,members_reached,1641
2026-07-14,LinkedIn,company_page,members_reached,2033
2026-07-15,LinkedIn,company_page,members_reached,2077
2026-07-16,LinkedIn,company_page,members_reached,2004
2026-07-17,LinkedIn,company_page,members_reached,1690
2026-07-18,LinkedIn,company_page,members_reached,1312
2026-07-19,LinkedIn,company_page,members_reached,1427
2026-07-20,LinkedIn,company_page,members_reached,1625
2026-07-21,LinkedIn,company_page,members_reached,1975
2026-07-22,LinkedIn,company_page,members_reached,1788
2026-07-23,LinkedIn,company_page,members_reached,1826
2026-07-24,LinkedIn,company_page,members_reached,1497
2026-07-25,LinkedIn,company_page,members_reached,1326
2026-07-26,LinkedIn,company_page,members_reached,1501
2026-07-27,LinkedIn,company_page,members_reached,1881
2026-07-28,LinkedIn,company_page,members_reached,2206
2026-07-29,LinkedIn,company_page,members_reached,2163
2026-07-30,LinkedIn,company_page,members_reached,2000
2026-07-31,LinkedIn,company_page,members_reached,1675
2026-08-01,LinkedIn,company_page,members_reached,1312
2026-08-02,LinkedIn,company_page,members_reached,1402
2026-08-03,LinkedIn,company_page,members_reached,1833
2026-08-04,LinkedIn,company_page,members_reached,2252
2026-08-05,LinkedIn,company_page,members_reached,2229
2026-08-06,LinkedIn,company_page,members_reached,2111
2026-08-07,LinkedIn,company_page,members_reached,1720
2026-08-08,LinkedIn,company_page,members_reached,1423
2026-08-09,LinkedIn,company_page,members_reached,1406
2026-08-10,LinkedIn,company_page,members_reached,1694
2026-08-11,LinkedIn,company_page,members_reached,2059
2026-08-12,LinkedIn,company_page,members_reached,2158
2026-08-13,LinkedIn,company_page,members_reached,2042
2026-08-14,LinkedIn,company_page,members_reached,1726
2026-08-15,LinkedIn,company_page,members_reached,1269
2026-08-16,LinkedIn,company_page,members_reached,1414
2026-08-17,LinkedIn,company_page,members_reached,1789
2026-08-18,LinkedIn,company_page,members_reached,2436
2026-08-19,LinkedIn,company_page,members_reached,2355
2026-08-20,LinkedIn,company_page,members_reached,2318
2026-08-21,LinkedIn,company_page,members_reached,1757
2026-08-22,LinkedIn,company_page,members_reached,1492
2026-08-23,LinkedIn,company_page,members_reached,1508
2026-08-24,LinkedIn,company_page,members_reached,1927
2026-08-25,LinkedIn,company_page,members_reached,2323
2026-08-26,LinkedIn,company_page,members_reached,2428
2026-08-27,LinkedIn,company_page,members_reached,2239
2026-08-28,LinkedIn,company_page,members_reached,1910
2026-08-29,LinkedIn,company_page,members_reached,1391
2026-08-30,LinkedIn,company_page,members_reached,1519
2026-08-31,LinkedIn,company_page,members_reached,1787
2026-09-01,LinkedIn,company_page,members_reached,2275
2026-09-02,LinkedIn,company_page,members_reached,2395
2026-09-03,LinkedIn,company_page,members_reached,2347
2026-09-04,LinkedIn,company_page,members_reached,1912
2026-09-05,LinkedIn,company_page,members_reached,1369
2026-09-06,LinkedIn,company_page,members_reached,1460
2026-09-07,LinkedIn,company_page,members_reached,1743
2026-09-08,LinkedIn,company_page,members_reached,2147
2026-09-09,LinkedIn,company_page,members_reached,2187
2026-09-10,LinkedIn,company_page,members_reached,2274
2026-09-11,LinkedIn,company_page,members_reached,2062
2026-09-12,LinkedIn,company_page,members_reached,1624
2026-09-13,LinkedIn,company_page,members_reached,1753
2026-09-14,LinkedIn,company_page,members_reached,1855
2026-05-18,LinkedIn,company_page,reactions,65
2026-05-19,LinkedIn,company_page,reactions,67
2026-05-20,LinkedIn,company_page,reactions,66
2026-05-21,LinkedIn,company_page,reactions,64
2026-05-22,LinkedIn,company_page,reactions,51
2026-05-23,LinkedIn,company_page,reactions,38
2026-05-24,LinkedIn,company_page,reactions,36
2026-05-25,LinkedIn,company_page,reactions,50
2026-05-26,LinkedIn,company_page,reactions,63
2026-05-27,LinkedIn,company_page,reactions,66
2026-05-28,LinkedIn,company_page,reactions,61
2026-05-29,LinkedIn,company_page,reactions,52
2026-05-30,LinkedIn,company_page,reactions,42
2026-05-31,LinkedIn,company_page,reactions,43
2026-06-01,LinkedIn,company_page,reactions,57
2026-06-02,LinkedIn,company_page,reactions,74
2026-06-03,LinkedIn,company_page,reactions,78
2026-06-04,LinkedIn,company_page,reactions,73
2026-06-05,LinkedIn,company_page,reactions,59
2026-06-06,LinkedIn,company_page,reactions,47
2026-06-07,LinkedIn,company_page,reactions,50
2026-06-08,LinkedIn,company_page,reactions,62
2026-06-09,LinkedIn,company_page,reactions,74
2026-06-10,LinkedIn,company_page,reactions,70
2026-06-11,LinkedIn,company_page,reactions,66
2026-06-12,LinkedIn,company_page,reactions,51
2026-06-13,LinkedIn,company_page,reactions,41
2026-06-14,LinkedIn,company_page,reactions,46
2026-06-15,LinkedIn,company_page,reactions,63
2026-06-16,LinkedIn,company_page,reactions,82
2026-06-17,LinkedIn,company_page,reactions,77
2026-06-18,LinkedIn,company_page,reactions,68
2026-06-19,LinkedIn,company_page,reactions,51
2026-06-20,LinkedIn,company_page,reactions,40
2026-06-21,LinkedIn,company_page,reactions,46
2026-06-22,LinkedIn,company_page,reactions,63
2026-06-23,LinkedIn,company_page,reactions,75
2026-06-24,LinkedIn,company_page,reactions,76
2026-06-25,LinkedIn,company_page,reactions,66
2026-06-26,LinkedIn,company_page,reactions,55
2026-06-27,LinkedIn,company_page,reactions,42
2026-06-28,LinkedIn,company_page,reactions,46
2026-06-29,LinkedIn,company_page,reactions,57
2026-06-30,LinkedIn,company_page,reactions,70
2026-07-01,LinkedIn,company_page,reactions,71
2026-07-02,LinkedIn,company_page,reactions,73
2026-07-03,LinkedIn,company_page,reactions,61
2026-07-04,LinkedIn,company_page,reactions,49
2026-07-05,LinkedIn,company_page,reactions,41
2026-07-06,LinkedIn,company_page,reactions,51
2026-07-07,LinkedIn,company_page,reactions,64
2026-07-08,LinkedIn,company_page,reactions,69
2026-07-09,LinkedIn,company_page,reactions,72
2026-07-10,LinkedIn,company_page,reactions,60
2026-07-11,LinkedIn,company_page,reactions,51
2026-07-12,LinkedIn,company_page,reactions,51
2026-07-13,LinkedIn,company_page,reactions,64
2026-07-14,LinkedIn,company_page,reactions,76
2026-07-15,LinkedIn,company_page,reactions,76
2026-07-16,LinkedIn,company_page,reactions,77
2026-07-17,LinkedIn,company_page,reactions,60
2026-07-18,LinkedIn,company_page,reactions,44
2026-07-19,LinkedIn,company_page,reactions,41
2026-07-20,LinkedIn,company_page,reactions,58
2026-07-21,LinkedIn,company_page,reactions,78
2026-07-22,LinkedIn,company_page,reactions,81
2026-07-23,LinkedIn,company_page,reactions,76
2026-07-24,LinkedIn,company_page,reactions,63
2026-07-25,LinkedIn,company_page,reactions,50
2026-07-26,LinkedIn,company_page,reactions,55
2026-07-27,LinkedIn,company_page,reactions,70
2026-07-28,LinkedIn,company_page,reactions,84
2026-07-29,LinkedIn,company_page,reactions,81
2026-07-30,LinkedIn,company_page,reactions,76
2026-07-31,LinkedIn,company_page,reactions,62
2026-08-01,LinkedIn,company_page,reactions,50
2026-08-02,LinkedIn,company_page,reactions,57
2026-08-03,LinkedIn,company_page,reactions,62
2026-08-04,LinkedIn,company_page,reactions,71
2026-08-05,LinkedIn,company_page,reactions,63
2026-08-06,LinkedIn,company_page,reactions,66
2026-08-07,LinkedIn,company_page,reactions,57
2026-08-08,LinkedIn,company_page,reactions,45
2026-08-09,LinkedIn,company_page,reactions,46
